Name,Kind
Ⅱ优916,BREED
Y两优087,BREED
和两优312,BREED
Y两优1号,BREED
德优华占,BREED
天优1179,BREED
星优766,BREED
裕优9822,BREED
双优260,BREED
恒丰优9802,BREED
银优777,BREED
吉优615,BREED
凤枣丝苗,BREED
合莉丝苗,BREED
南晶占,BREED
双珍丝苗,BREED
群优519,BREED
深优9569,BREED
特优668,BREED
谷优367,BREED
特优666,BREED
星优707,BREED
荣优736,BREED
吉优371,BREED
天优1019,BREED
Y两优1173,BREED
五优1121,BREED
南红1号,BREED
南8糯,BREED
黄软丝苗,BREED
粤金农占,BREED
粤金银占,BREED
黄广莉占,BREED
白粳占,BREED
华航36号,BREED
佛稻占,BREED
黄广秀占,BREED
黄丝莉占,BREED
鑫满6号,BREED
耐德1号,BREED
华美占,BREED
桂禾丰,BREED
桂育8号,BREED
博Ⅲ优293,BREED
秀优395,BREED
龙丰优139,BREED
南珍优8号,BREED
博Ⅲ优638,BREED
丰田优9802,BREED
美优622,BREED
丰田优089,BREED
中研优519,BREED
圣优558,BREED
陵两优1844,BREED
秋长优3008,BREED
V两优7833,BREED
银丰优422,BREED
湘福优10号,BREED
泰优淦3号,BREED
软华优699,BREED
软华优535,BREED
良丰优838,BREED
湘优1126,BREED
深两优8386,BREED
特优福占,BREED
H两优9219,BREED
竞优838,BREED
惠两优116,BREED
巡两优9118,BREED
海丰3A,BREED
金18S,BREED
海亚香糯,BREED
野香优2998,BREED
Y两优7号,BREED
花2优86,BREED
龙两优750,BREED
博Ⅱ优818,BREED
博Ⅱ优33,BREED
深优95-669,BREED
冈优952,BREED
Y两优35,BREED
润优318,BREED
蓉18优188,BREED
内6优5240,BREED
冈8优361,BREED
谷优3663,BREED
天优863,BREED
川谷优1800,BREED
蜀优727,BREED
绵优5323,BREED
川谷优908,BREED
川谷优208,BREED
蓉18优9号,BREED
川绿优188,BREED
蓉优3324,BREED
旌3优177,BREED
宜香优2905,BREED
蓉18优1015,BREED
冈优558,BREED
Ⅱ优558,BREED
蓉优808,BREED
嘉优968,BREED
毕粳优210（区试名称：ZDA/NR210）,BREED
宁粳7号（区试名称：W030）,BREED
糯优918（区试名称：香糯918）,BREED
G优422（区试名称：ZC422）,BREED
贵丰优785（区试名称：名优112）,BREED
奥优818（区试名称：丰优818）,BREED
黔优785（区试名称：ZH811）,BREED
六优385（区试名称：1761A/R1385）,BREED
黔优790（区试名称：香209A / R790）,BREED
隆两优1025（区试名称：H638S/R1025）,BREED
76两优5号,BREED
滇禾优56,BREED
滇禾优55,BREED
滇禾优4106,BREED
龙特优927,BREED
宜优1109,BREED
花优528,BREED
川农优177,BREED
内5优979,BREED
协优385,BREED
八宝谷2号,BREED
云资粳84号,BREED
合靖16号,BREED
昆粳6号,BREED
永粳2号,BREED
隆科16号,BREED
楚粳40号,BREED
岫粳18号,BREED
川种优2727,BREED
绿优3003,BREED
中优1671,BREED
两优687,BREED
川谷优2516,BREED
泰优058,BREED
G优515,BREED
中优186,BREED
泸香145,BREED
中优145,BREED
绿优171,BREED
宁粳50号,BREED
宁粳49号,BREED
宁粳48号,BREED
粳优586,BREED
5优68,BREED
精华208,BREED
宁粳6号,BREED
徐稻9号,BREED
圣稻22,BREED
京粳1号,BREED
扬粳113,BREED
连稻99,BREED
玉稻518,BREED
隆粳968,BREED
川谷优T16,BREED
振优616,BREED
两优988,BREED
深优9566,BREED
荣优308,BREED
安丰优华占,BREED
深两优862,BREED
新两优998,BREED
Y两优2008,BREED
和两优1号,BREED
F两优6876,BREED
徽两优630,BREED
徽两优882,BREED
科两优889,BREED
C两优4418,BREED
C两优513,BREED
深两优9310,BREED
广两优1128,BREED
深两优116,BREED
Y两优8188,BREED
深优9597,BREED
川农优3203,BREED
川谷优23,BREED
蓉3优533,BREED
宜香优196,BREED
西大优216,BREED
内香6优9号,BREED
鹏两优187,BREED
绿优4923,BREED
潭原优4903,BREED
五丰优286,BREED
富两优236,BREED
津原黑1号,BREED
鲲旱70,BREED
育粳1号,BREED
津原53,BREED
垦育60,BREED
晋稻13号,BREED
隆优467,BREED
辽16优06,BREED
粳优106,BREED
丹粳优1号,BREED
东研稻11,BREED
盐粳糯66,BREED
盐粳927,BREED
辽73优62,BREED
辽粳401,BREED
乾贵粳1号,BREED
美锋稻669,BREED
沈星稻2号,BREED
北粳1号,BREED
晟豪稻1号,BREED
铁粳14,BREED
辽粳399,BREED
铁粳13,BREED
吉优3985,BREED
吉农大815,BREED
佳稻428,BREED
旭粳6,BREED
吉大898,BREED
通禾816,BREED
吉洋1,BREED
延粳27,BREED
通系939,BREED
中亚粳稻5,BREED
绿达9320,BREED
吉粳513,BREED
通育263,BREED
吉农大888,BREED
通科29,BREED
松峰899,BREED
旭粳8,BREED
德禹317,BREED
九稻75,BREED
延粳28,BREED
吉粳301,BREED
庆林518,BREED
吉粳113,BREED
宏科57,BREED
绥稻4号,BREED
绥粳15,BREED
龙粳44,BREED
北稻6号,BREED
绥粳18,BREED
绥稻3号,BREED
金禾2号-黑,BREED
苗稻2号,BREED
哈粳稻2号,BREED
绿珠3号,BREED
明科1号,BREED
龙庆稻4号,BREED
龙桦1号,BREED
龙粳43,BREED
兴盛1号,BREED
绥粳16,BREED
龙粳42,BREED
绥粳17,BREED
东富103,BREED
哈粳稻1号,BREED
龙稻18,BREED
龙稻17,BREED
龙稻19,BREED
松粳20,BREED
东富102,BREED
光明糯1号,BREED
松早香1号,BREED
常农粳9号,BREED
青香软粳,BREED
沪LPR18,BREED
交源优69,BREED
申优17,BREED
苏粳9号,BREED
南粳51,BREED
淮香粳15号,BREED
武运粳30号,BREED
常农粳8号,BREED
盐丰稻2号,BREED
扬育粳3号,BREED
南粳52,BREED
盐粳13号,BREED
苏粳815,BREED
连糯1号,BREED
连粳12号,BREED
宁香优88,BREED
盐两优1618,BREED
川优065,BREED
镇籼优146,BREED
绍粳31,BREED
春优149,BREED
甬优362,BREED
浙优13,BREED
钱优911,BREED
甬优1510,BREED
深两优884,BREED
甬优1512,BREED
广两优9388,BREED
钱优16,BREED
内5优36,BREED
钱优146,BREED
华风优6086,BREED
陵两优0516,BREED
中冷23,BREED
温926,BREED
甬籼975,BREED
武育粳18号,BREED
武运粳29号,BREED
齐两优908,BREED
C两优87,BREED
两优038,BREED
Ⅲ优304,BREED
六两优216,BREED
矮两优6号,BREED
广两优6308,BREED
旱稻906,BREED
永旱1号,BREED
鑫两优212,BREED
宝旱1号,BREED
禾糯四号,BREED
富粳1号,BREED
甬优1109,BREED
宣两优2106,BREED
Y两优2号,BREED
广两优76,BREED
两优6816,BREED
福两优5号,BREED
两优432,BREED
开两优17,BREED
Ⅱ优228,BREED
惠两优369,BREED
Ⅱ优MR28,BREED
早籼009,BREED
早籼616,BREED
夷优180,BREED
圣优996,BREED
泰优676,BREED
特优130,BREED
天优25,BREED
泰优2197,BREED
恒达A,BREED
桐Ａ,BREED
祥Ａ,BREED
M20A,BREED
谷优2736,BREED
乐优3301,BREED
钱优3301,BREED
甬优17,BREED
福龙两优29,BREED
花2优315,BREED
花优218,BREED
聚两优673,BREED
聚两优636,BREED
广两优676,BREED
桐优039,BREED
广优673,BREED
赣优810,BREED
夷优266,BREED
M优2155,BREED
福两优2155,BREED
全优1093,BREED
京福8优77,BREED
民优5338,BREED
闽标优1095,BREED
威优822,BREED
陵两优193,BREED
荣优585,BREED
五优566,BREED
帮两优9103,BREED
株两优101,BREED
株两优538,BREED
株两优316,BREED
两优48,BREED
江早361,BREED
五优航666,BREED
深优516,BREED
益优华占,BREED
天优827,BREED
五优航1573,BREED
两优黄占,BREED
吉优3号,BREED
五优268,BREED
中百优华占,BREED
吉优225,BREED
永优9380,BREED
湘优100,BREED
农香优676,BREED
Y两优202,BREED
C两优168,BREED
69优02,BREED
五优463,BREED
陆两优35,BREED
五优9833,BREED
陵两优915,BREED
圣稻20,BREED
D优3138,BREED
广两优916,BREED
Y两优77,BREED
冈优218,BREED
冈优7954,BREED
Y两优66,BREED
Y两优551,BREED
五粳519,BREED
获稻008,BREED
宛粳096,BREED
长粳6号,BREED
郑稻20,BREED
中9优591,BREED
益51A,BREED
金优957,BREED
两优0328,BREED
湘优69,BREED
益优988,BREED
川优6203,BREED
武香优华占,BREED
荆两优233,BREED
两优3313,BREED
五优华占,BREED
晚籼紫宝,BREED
宜香优618,BREED
丰源优2297,BREED
深优5105,BREED
岳优2115,BREED
科两优529,BREED
广两优210,BREED
Y两优828,BREED
天龙1号,BREED
炳优98,BREED
两优早17,BREED
Y两优191,BREED
红丝苗,BREED
万胜优1号,BREED
宁优1179,BREED
博Ⅲ优9802,BREED
美优9802,BREED
博优618,BREED
安丰优806,BREED
银丰优666,BREED
裕优9611,BREED
五优84,BREED
广8优金占,BREED
安丰优3698,BREED
粤莉占,BREED
金航油占,BREED
丰籼占,BREED
五山莉占,BREED
桂晶丝苗,BREED
黄秀丝苗,BREED
玉晶软占,BREED
特优7116,BREED
玉两优红宝,BREED
深95优华占,BREED
谷优248,BREED
安丰优3301,BREED
深优9777,BREED
吉丰优208,BREED
广源占12号,BREED
五山美占,BREED
五山丰占,BREED
禅特丰占,BREED
华航33号,BREED
固丰占,BREED
湘两优2号,BREED
中3优1号,BREED
桂育9号,BREED
耐德606,BREED
宜优168,BREED
中谷优8号,BREED
湘两优2446,BREED
Y两优9038,BREED
Y两优8866,BREED
Y两优5806,BREED
Y两优9683,BREED
裕优131,BREED
群优3550,BREED
犇优317,BREED
孟两优907,BREED
兆丰优8008,BREED
博优N33,BREED
兆丰优9928,BREED
龙丰优1号,BREED
特优831,BREED
华两优128,BREED
群优1256,BREED
旱优113,BREED
软华优128,BREED
特优918,BREED
兆两优7213,BREED
德优108,BREED
畾优1067,BREED
H两优1712,BREED
泸优2155,BREED
泰两优086,BREED
Y两优9136,BREED
安优404,BREED
孟两优9118,BREED
奥富优655,BREED
奥两优499,BREED
K优7463,BREED
泷S,BREED
葛68A,BREED
热农2A,BREED
天道红稻2号,BREED
天道黑稻6号,BREED
热黑稻1号,BREED
合丰油占,BREED
粤油丝苗,BREED
绵5优128,BREED
谷优157,BREED
正67S,BREED
金福A,BREED
龙两优1303,BREED
陵两优182,BREED
星火优206,BREED
博II优5128,BREED
博Ⅱ优华占,BREED
热粳优35,BREED
T优023,BREED
繁优709,BREED
万优66,BREED
赣优明占,BREED
陵优815,BREED
金冈优181,BREED
T优663,BREED
糯优962,BREED
赣香优510,BREED
泸香优104,BREED
川作优619,BREED
泸优137,BREED
广优66,BREED
泸香优177,BREED
中1优188,BREED
旌优727,BREED
乐优5号,BREED
B优268,BREED
福伊优188,BREED
川谷优642,BREED
乐优709,BREED
德优4727,BREED
乐优808,BREED
全优357,BREED
蓉18优609,BREED
Q香优100,BREED
安糯2号,BREED
安优5819,BREED
奇优546,BREED
天龙优1188,BREED
民优93,BREED
金优990,BREED
冈香199,BREED
宜香优800,BREED
内香优6139,BREED
成优1479,BREED
两优6785,BREED
Y两优585,BREED
川农优894,BREED
川香优569,BREED
农兴四号,BREED
版纳糯18,BREED
景泰糯,BREED
文陆稻26号,BREED
云陆140,BREED
靖粳26号,BREED
楚粳39号,BREED
楚粳38号,BREED
楚粳37号,BREED
塔粳3号,BREED
玉粳17号,BREED
陆育3号,BREED
云粳35号,BREED
云粳39号,BREED
云粳38号,BREED
凤稻29号,BREED
昆粳5号,BREED
会粳16号,BREED
丽粳15号,BREED
丽粳14号,BREED
文粳1号,BREED
滇昆优8号,BREED
临籼24号,BREED
文稻13号,BREED
文稻11号,BREED
红稻10号,BREED
内优5022,BREED
内5优4号,BREED
宜香3728,BREED
广优1186,BREED
双亚红香1号,BREED
Y两优5845,BREED
蓉18优1000,BREED
内香506,BREED
蓉优87,BREED
T优166,BREED
炳优1009,BREED
宁粳47号,BREED
新稻45号,BREED
新稻44号,BREED
新稻46号,BREED
新稻25,BREED
阳光600,BREED
津稻372,BREED
吉粳809,BREED
铁粳11,BREED
桥科951,BREED
津稻179,BREED
光灿1号,BREED
徐稻8号,BREED
瑞优3399,BREED
镇糯19号,BREED
两优5266,BREED
广两优7203,BREED
两优228,BREED
正两优825,BREED
Y两优3218,BREED
Y两优896,BREED
深两优865,BREED
两优619,BREED
Y两优6号,BREED
内5优16,BREED
DM优6188,BREED
乐优918,BREED
内7优39,BREED
正优808,BREED
内6优538,BREED
温814,BREED
荣优286,BREED
早优9号,BREED
荣优107,BREED
陵两优722,BREED
陵两优22,BREED
陆两优173,BREED
株两优39,BREED
陵两优7717,BREED
武津粳1号,BREED
津原93,BREED
津糯3号,BREED
辽营誉1号,BREED
隆粳1550,BREED
隆粳60,BREED
丹粳19,BREED
港育131,BREED
港源97,BREED
丹粳18,BREED
港优1号,BREED
盐粳50,BREED
田粳396,BREED
东壮086,BREED
连粳1号,BREED
盛粳158,BREED
隆粳678,BREED
盐粳939,BREED
沈星1号,BREED
铁粳12,BREED
辽粳390,BREED
红箭88,BREED
通粘9,BREED
通粘6,BREED
吉农大878,BREED
东粳17,BREED
通育256,BREED
通禾867,BREED
吉优1769,BREED
吉农大809,BREED
吉粳810,BREED
通科27,BREED
通系938,BREED
通禾99,BREED
宏科87,BREED
九稻72,BREED
吉粳512,BREED
通育255,BREED
庆林157,BREED
九稻68,BREED
通系927,BREED
吉大7,BREED
庆林168,BREED
通科28,BREED
宏科79,BREED
吉农大511,BREED
龙庆稻3号,BREED
龙粳41,BREED
中龙粳3号,BREED
苗稻1号,BREED
东富101,BREED
龙稻15,BREED
松粳19,BREED
龙稻16,BREED
龙粳40,BREED
龙粳39,BREED
中龙粳1号,BREED
育龙2号,BREED
牡响1号,BREED
绥稻2号,BREED
绥粳14,BREED
牡丹江32,BREED
松粳18,BREED
中龙粳2号,BREED
绿珠2号,BREED
松粳17,BREED
沪糯23号,BREED
宁沃1号,BREED
光明粳2号,BREED
沪香粳106,BREED
浦优22,BREED
常优粳6号,BREED
通优粳1号,BREED
南粳50,BREED
宁稻1号,BREED
镇稻18号,BREED
扬粳806,BREED
泗稻785,BREED
淮稻14号,BREED
扬粳805,BREED
南粳9108,BREED
盐稻12号,BREED
金两优882,BREED
苏两优295,BREED
6两优2号,BREED
盐两优2218,BREED
甬优1640,BREED
甬优538,BREED
春优84,BREED
钱优嘉8号,BREED
钱优930,BREED
钱优906,BREED
天优H145,BREED
安优18,BREED
钱优97,BREED
天优8025,BREED
嘉58,BREED
浙粳98,BREED
浙粳60,BREED
浙粳59,BREED
浙粳97,BREED
甬优720,BREED
株两优813,BREED
嘉育89,BREED
嘉早37,BREED
镇稻11,BREED
镇稻14,BREED
镇稻15,BREED
隆优1715,BREED
珍珠糯,BREED
Y两优5813,BREED
两优新90,BREED
天粳2号,BREED
当育粳10号,BREED
T优296,BREED
荃香糯2号,BREED
当粳8号,BREED
广优明118,BREED
Y两优25,BREED
Ⅱ优762,BREED
冈优52,BREED
两优256,BREED
浙科优23,BREED
Ⅱ优024,BREED
众两优189,BREED
峰两优938,BREED
徽两优5号,BREED
两优6919,BREED
两优6188,BREED
亿两优8号,BREED
两优0349,BREED
早籼902,BREED
Y两优1098,BREED
天丰优316,BREED
繁源A,BREED
科A,BREED
钰A,BREED
夷A,BREED
泰丰优656,BREED
泸优明占,BREED
甬优15,BREED
嘉浙优99,BREED
两优667,BREED
钰优180,BREED
谷优353,BREED
夷优186,BREED
陵两优1063,BREED
科优6418,BREED
五优328,BREED
吉优12,BREED
吉优268,BREED
湘优华占,BREED
五优136,BREED
广优2643,BREED
临稻20,BREED
圣稻19,BREED
18优75,BREED
新丰7号,BREED
两优8901,BREED
深两优725,BREED
嘉糯Ⅰ优721,BREED
青两优916,BREED
川优华占,BREED
广两优18,BREED
全两优681,BREED
中9优恩66,BREED
中9优168,BREED
鑫优9113,BREED
鄂粳糯29,BREED
苯两优3113,BREED
广两优16,BREED
金科优651,BREED
广两优5号,BREED
中谷优1361,BREED
两优76,BREED
两优358,BREED
中2优547,BREED
五优613,BREED
象牙香珍,BREED
华香优69,BREED
粤王丝苗,BREED
德两优1103,BREED
C两优7号,BREED
C两优266,BREED
荣优390,BREED
贺优328,BREED
潭原优0845,BREED
深优9520,BREED
Y两优2108,BREED
N两优2号,BREED
Y两优263,BREED
Y两优488,BREED
湘优8218,BREED
湘优616,BREED
天优103,BREED
株两优829,BREED
德两优早895,BREED
陵两优741,BREED
聚两优750,BREED
聚两优747,BREED
博优2318,BREED
永丰优华占,BREED
博优9802,BREED
龙优486,BREED
吉丰优3550,BREED
吉丰优1002,BREED
Y两优321,BREED
双优2083,BREED
五丰优587,BREED
深优9787,BREED
银丰优9802,BREED
吉丰优1008,BREED
安丰优3618,BREED
华航32号,BREED
丰粤华占,BREED
五山秀占,BREED
粤齐新占,BREED
矮华丝苗,BREED
黄软秀占,BREED
丰农占,BREED
深优95-8,BREED
Y两优318,BREED
特优2089,BREED
特优3301,BREED
特优2068,BREED
特优608,BREED
特优338,BREED
恒丰优386,BREED
恒丰优215,BREED
深优9574,BREED
吉丰优512,BREED
五丰优9802,BREED
五优321,BREED
两优金糯,BREED
广红2号,BREED
新丝苗,BREED
丰太丝苗,BREED
黄银占,BREED
黄广油占,BREED
孟两优701,BREED
玉丝6号,BREED
野香优3号,BREED
力丰优8027,BREED
中Ⅰ优169,BREED
裕优641,BREED
兆丰优9958,BREED
陵两优8868,BREED
陵两优197,BREED
博优9083,BREED
博优6858,BREED
兰优2098,BREED
野香优703,BREED
博优8008,BREED
垚优801,BREED
博优7118,BREED
兰优2093,BREED
天丰优6418,BREED
六两优628,BREED
惠两优901,BREED
孟两优705,BREED
群优2号,BREED
特优7118,BREED
育两优8号,BREED
宜香8267,BREED
特优7571,BREED
华两优8235,BREED
雁两优8608,BREED
百优429,BREED
五丰优823,BREED
热农1A,BREED
丽75 S,BREED
佳101S,BREED
Z236S,BREED
创5S,BREED
丽人紫,BREED
金糯6号,BREED
特优315,BREED
博优华占,BREED
谷优3301,BREED
II优3301,BREED
特优1号,BREED
佳两优7813,BREED
华优008,BREED
旭98S,BREED
博Ⅱ优901,BREED
绿永优5128,BREED
II优101,BREED
Y两优750,BREED
博Ⅱ优2011,BREED
瑞市9号,BREED
川优8625,BREED
川谷优7329,BREED
中优596,BREED
巴优99,BREED
川优72,BREED
冈优48,BREED
忠优35,BREED
蓉优357,BREED
渝优865,BREED
川作6优178,BREED
赣香优702,BREED
川谷优6684,BREED
川香优37,BREED
乐5优177,BREED
川农优445,BREED
内5优828,BREED
内6优816,BREED
蓉优908,BREED
乐丰优536,BREED
川香优308,BREED
川谷优2348,BREED
广优9939,BREED
成丰优188,BREED
华优1199,BREED
旌优127,BREED
苟当3号（区试名称：黔禾1号）,BREED
苟当2号（区试名称：苟扬当,BREED
苟当1号（区试名称：苟岑告）,BREED
毕粳45（区试名称：毕08-2）,BREED
G优298（区试名称：G29A/R894）,BREED
川谷优425（区试名称：KF－A/R425）,BREED
筑优985（区试名称：ZH2011）,BREED
锋优85（区试名称：丰优185）,BREED
锋优69（区试名称：丰优669）,BREED
汕优108（区试名称：黔优108号）,BREED
赣优5359（区试名称：赣香A/远恢5359）,BREED
成优8319,BREED
宜香2866,BREED
岫粳23号,BREED
岫粳22号,BREED
岫粳21号,BREED
文陆稻10号,BREED
文陆稻6号,BREED
云陆103,BREED
昌粳10号,BREED
粳两优5519,BREED
滇禾优34,BREED
明两优527,BREED
冈1优15,BREED
冈1优1号,BREED
花优926,BREED
内优2016,BREED
F优993,BREED
花优230,BREED
明优708,BREED
中优891,BREED
黄华占,BREED
星优363,BREED
瑞丰788,BREED
瑞优998,BREED
K优082,BREED
新稻43号,BREED
新稻42号,BREED
吉大718,BREED
五优17,BREED
金粳优11号,BREED
富田2100,BREED
中作稻3号,BREED
中作稻2号,BREED
全优3301,BREED
T12优66,BREED
博优1167,BREED
深优1029,BREED
岳优华占,BREED
新两优917,BREED
盛泰优9712,BREED
盐两优2208,BREED
两优3905,BREED
两优0367,BREED
两优383,BREED
荆两优1198,BREED
齐优1068,BREED
天优8012,BREED
Y两优102,BREED
C两优9号,BREED
Y两优3399,BREED
广两优矮93,BREED
Y两优646,BREED
广优498,BREED
内香6优498,BREED
健优388,BREED
蓉18优22,BREED
川谷优918,BREED
H两优30,BREED
株两优35,BREED
津原香98（45335）,BREED
鲲旱1号,BREED
隆粳59,BREED
隆粳58,BREED
隆粳香1号,BREED
富尔08-77,BREED
东农427,BREED
东农426,BREED
牡丹江25,BREED
牡丹江30,BREED
港育7号,BREED
丹粳668,BREED
港辐14,BREED
佳昌优7号,BREED
富友33,BREED
辽粳212,BREED
秦那1号,BREED
辽粳132,BREED
誉粳899,BREED
誉粳168,BREED
永海11,BREED
兴盐1号,BREED
辽粳346,BREED
福星28,BREED
通科19,BREED
通稻3,BREED
吉鑫中稻1,BREED
通育246,BREED
通系932,BREED
吉粳511,BREED
通禾863,BREED
吉隆868,BREED
通禾855,BREED
九稻71,BREED
通粳890,BREED
东粳3,BREED
长白26,BREED
九稻70,BREED
中龙香粳1号,BREED
龙粳38,BREED
龙粳37,BREED
龙粳36,BREED
龙粳35,BREED
绥稻1号,BREED
龙粳34,BREED
龙粳33,BREED
龙稻14,BREED
龙稻13,BREED
绿珠1号,BREED
利元5号,BREED
松粳16,BREED
东农431,BREED
金粳1号,BREED
早玉香粳,BREED
旱优113号,BREED
光明粳1号,BREED
金汇优50,BREED
申优C9,BREED
168S,BREED
镇稻17号,BREED
镇稻16号,BREED
常农粳7号,BREED
甬优16,BREED
武运粳27号,BREED
连粳10号,BREED
南粳49,BREED
苏稻5号,BREED
连粳9号,BREED
盐稻11号,BREED
连粳11号,BREED
宁两优1号,BREED
内优589,BREED
丰两优6号,BREED
浙优18,BREED
春优618,BREED
嘉禾优555,BREED
嘉优6号,BREED
协优H118,BREED
天优8019,BREED
钱优817,BREED
嘉晚优1号,BREED
秀水321,BREED
浙粳112,BREED
春江糯6号,BREED
湖粳640,BREED
秀水519,BREED
台早733,BREED
中组9号,BREED
中早41,BREED
温718,BREED
扬两优013,BREED
6两优9368,BREED
双优18,BREED
新两优1671,BREED
65优052,BREED
两优703,BREED
两优127,BREED
两优4826,BREED
未两优6号,BREED
两优817,BREED
黄山898,BREED
Ⅱ优705,BREED
Y20两优95,BREED
齐两优918,BREED
两优628,BREED
两优378,BREED
Ⅱ优999,BREED
两优766,BREED
Ⅱ优768,BREED
早籼807,BREED
深优866,BREED
金山优70,BREED
谷优2175,BREED
特优3675,BREED
钱优916,BREED
全优2689,BREED
特优107,BREED
特优5565,BREED
博优368,BREED
泸优2013,BREED
元丰优7008,BREED
明218A,BREED
中新优1586,BREED
泰丰优3301,BREED
深优9775,BREED
花2优3301,BREED
广优3186,BREED
福两优1587,BREED
竹丰优3446,BREED
两优616,BREED
川优2189,BREED
红优2155,BREED
益优918,BREED
两优33,BREED
荣优15,BREED
五优15,BREED
五优662,BREED
湘优196,BREED
C两优1146,BREED
建优381,BREED
红两优333,BREED
临稻19号,BREED
冈优808,BREED
紫金稻8号,BREED
冈优1222,BREED
冈优5330,BREED
蜀优稻166,BREED
D优2035,BREED
6优53,BREED
艺稻0618,BREED
五粳04136,BREED
新稻22,BREED
华328S,BREED
红香2A,BREED
鄂粳优763,BREED
金优39,BREED
强两优二号,BREED
长优72,BREED
全丰优2155,BREED
骏优172,BREED
两优289,BREED
广两优272,BREED
红香优68,BREED
中嘉早17,BREED
29A,BREED
杰丰A,BREED
E68A,BREED
盛093A,BREED
六福A,BREED
黔丰103A,BREED
培矮-2S,BREED
长早S,BREED
星光S,BREED
33S,BREED
耘9S,BREED
株712S,BREED
科S,BREED
胜优321,BREED
丰优2号,BREED
内5优玉香1号,BREED
盛泰优722,BREED
两优2388,BREED
丰源优263,BREED
内5优263,BREED
广两优2010,BREED
皖稻93号,BREED
龙两优981,BREED
杰丰优1号,BREED
陵两优4024,BREED
株两优19,BREED
长两优173,BREED
潭两优215,BREED
美优633,BREED
燕星优1988,BREED
龙优769,BREED
永丰优93,BREED
博Ⅱ优9611,BREED
Y两优7238,BREED
双优2088,BREED
丰优9802,BREED
深优9708,BREED
广红1号,BREED
粤红宝,BREED
茉丰占1号,BREED
广盐1号,BREED
黄粤丝苗,BREED
粤金油占,BREED
粤泰早占,BREED
新源占,BREED
园优7148,BREED
深优97-7,BREED
特优838选,BREED
元两优81,BREED
天优9802,BREED
恒丰优298,BREED
粤两优109,BREED
宏优665,BREED
荣优826,BREED
五丰优615,BREED
广8优169,BREED
广两优931,BREED
雪花新占,BREED
合丰丝苗,BREED
粤丰新占,BREED
黄丰占,BREED
七佛占,BREED
玉美占,BREED
鄂丰28,BREED
亚航金占,BREED
裕优130,BREED
泸优069,BREED
恒优6号,BREED
金稻优615,BREED
美优796,BREED
博优3813,BREED
星火优201,BREED
博优9089,BREED
博优568,BREED
华两优338,BREED
特优9089,BREED
特优3813,BREED
特优1683,BREED
特优269,BREED
玉优柳旱1号,BREED
永优366,BREED
H两优6839,BREED
H两优7201,BREED
荆楚优866,BREED
郴香优1号,BREED
元丰优61,BREED
多集新3号,BREED
谷优5388,BREED
特优249,BREED
谷优259,BREED
泸优0658,BREED
谷优明占,BREED
中优117,BREED
川绿优727,BREED
万两优香占,BREED
特优明占,BREED
川106A,BREED
川绿389A,BREED
龙两优031,BREED
博优778,BREED
中浙优1号,BREED
福龙两优3381,BREED
博Ⅱ优767,BREED
渝香糯1号,BREED
金糯优998,BREED
泸优1618,BREED
F优3号,BREED
炳优900,BREED
冈优36,BREED
赣优607,BREED
万优481,BREED
陵优2060,BREED
陵优5240,BREED
金冈优338,BREED
天龙优872,BREED
Y两优199,BREED
楚粳29号,BREED
楚粳28号,BREED
冈优99,BREED
蓉优1808,BREED
Y两优973,BREED
泸优908,BREED
川农优华占,BREED
花香优1号,BREED
乐优198,BREED
内5优306,BREED
糯7优8号（区试名称：瑞糯8号）,BREED
天优华占,BREED
江优919,BREED
全优1479（区试名称：全丰A/R1479）,BREED
Ⅱ优T16,BREED
中9优2号（区试名称：中9A×ZHR1）,BREED
宜香101,BREED
蓉优396（区试名称：蓉18A/396）,BREED
成优894（区试名称：成丰A/R894）,BREED
湘菲优785（区试名称：黔优783）,BREED
合选5号,BREED
宜优115,BREED
宜优37,BREED
宜优218,BREED
T优300,BREED
圣优819（圣丰优819）,BREED
泸优578,BREED
Ⅱ优6078,BREED
蜀优188（红优88）,BREED
两优816,BREED
中优169,BREED
B6优4761,BREED
Ⅱ优536,BREED
丽粳9号,BREED
内6优2号,BREED
天龙优272,BREED
天龙优472,BREED
宜香99E-4,BREED
宜优1016,BREED
德香4103,BREED
隆两优6号,BREED
华优75,BREED
滇杂701,BREED
玉粳13号,BREED
江优381,BREED
川农优549,BREED
花香7号,BREED
腾优527,BREED
川谷优399,BREED
II优1459,BREED
Ⅱ优1126,BREED
美香占2号,BREED
临籼23,BREED
凤稻26号,BREED
凤稻25号,BREED
岫粳16号,BREED
保粳杂2号,BREED
靖粳20号,BREED
滇杂49,BREED
滇优38,BREED
滇优37,BREED
云锦98,BREED
云资籼42号,BREED
云资粳41号,BREED
华两优2890,BREED
福两优99,BREED
华盛3号,BREED
宁粳46号,BREED
宁粳45号,BREED
新稻41号,BREED
新稻40号,BREED
新稻39号,BREED
冀旱糯3号,BREED
郑旱10号,BREED
丹旱稻53,BREED
原旱稻3号,BREED
津原E28,BREED
金稻800,BREED
金粳28,BREED
金粳787,BREED
新科稻21,BREED
大粮207,BREED
川谷优538,BREED
嘉优5号,BREED
金优88,BREED
圣丰1优319,BREED
荣优225,BREED
广两优香66,BREED
Y两优5867,BREED
内2优111,BREED
新华两优9号,BREED
Ⅱ优3301,BREED
湘两优396,BREED
徽两优996,BREED
徽两优6号,BREED
早丰优402,BREED
五优156,BREED
株两优22,BREED
中早39,BREED
