sentence,relation,head,head_offset,tail,tail_offset
"20%香蕉泥和20%雪梨汁强烈抑制无菌秧苗的生长发育,前者使转接材料全部死亡,后者导致约40%的材料死亡",表现,无菌秧苗,17,生长发育,22
"﻿用新育成的带紫叶色标记的水稻不育系先红A(B)为材料,分别与不同类型的绿叶籼稻、粳稻品种杂交,研究其紫叶性状的遗传行为。",表现,水稻不育系先红A(B),13,带紫叶色标记,6
"介绍了吉粳112的选育经过,评价了其特征特性,分析了该品种的产量、抗性及品质表现。",表现,吉粳112,3,产量,30
"通过电激法将该载体导入根癌农杆菌EHA105菌株中,以根癌农杆菌介导的方法,将反义载体pCAMR02转化粳稻品种中花11,获得了抗潮霉素的再生植株,经过GUS组织化学检测和PCR鉴定结果表明,目的基因确已经整合到这些转基因水稻基因组中",表现,粳稻品种中花11,52,抗潮霉素,64
"﻿所用水稻叶色突变体为自然突变,并命名为白淮稻7号,其叶色表型为绿-白-绿,且突变表型只有在移栽等因素引起的机械损伤信号胁迫下才会产生。",表现,白淮稻7号,20,绿-白-绿,32
"胚乳核基因主要以加性方式作用于直链淀粉含量、碱消值和粒长,以显性方式作用于胶稠度和蛋白质含量,粒重的直接加性效应和直接显性效应几乎同等重要;而母体植株核基因主要以显性方式作用于直链淀粉含量、胶稠度、碱消值、粒长、粒宽和粒重,长宽比的母体加性效应与母体显性效应差异不大",方法,粒宽,106,显性方式,30
"该突变体在杭州表现为矮化、窄叶,极端时仅剩主脉,呈细丝状。",影响,杭州,5,极端时仅剩主脉,16
"据群体1712株调查,糯性植株为340株,非糯性植株为1372",方法,非糯性植株,21,糯性植株,11
"﻿以携带有bph2和Bph3的水稻品系ME1为抗褐飞虱供体亲本,以保持系盟B、先B、天B,不育系RT300、RT181和恢复系R29等6个常用的杂交稻亲本为轮回受体亲本,通过杂交、回交和自交,并结合分子标记辅助选择,将bph2和Bph3基因导入到各杂交稻亲本中。",调控,bph2,5,抗褐飞虱,23
"结论为:多数F1的结实率能达到正常水平;F1在株高、穗粒数上存在超亲优势;F1千粒重偏小,且有明显偏母本的倾",表现,F1,6,千粒重,39
"﻿本试验以耐低锌基因型和锌敏感基因型水稻为材料,采用双列杂交,选择耐低锌基因型和锌敏感基因型水稻在缺锌条件下反应差异较明显的总干重、地下部干重、地上部干重、叶龄、株高、根长等性状在不同锌离子活度下的相对值研究了水稻锌高效基因型农艺性状的遗传特性,结果表明:研究性状的显性方差都达显著和极显著水平,在总方差中所占的比重,平均达65.35%;加性效应方差除根长外,也都达到显著或极显著的水平,在总方差中所占的比重,平均达21.85%;加加上位性效应则只有根长达显著水平,其方差占总方差的48%",影响,缺锌,49,株高,81
"﻿采用禾谷类作物种子数量性状遗传模型,分析籼型黑米稻品种双列杂交F1和F2种子粒形性状与其中矿质元素Fe、Zn、Mn和P含量间的多种遗传相关性",影响,Zn,53,粒形性状,39
"﻿扬稻6号具有高产、优质、抗病等优良特点,对野败型及其它恢保关系相类似的不育系无恢复能力,而对红莲型和光温敏核不育系有较强的恢复能力,以扬稻6号作父本配制的两优培九、广两优6号、粤优938等不同类型的杂交稻组合,均表现优质、高产、抗病,综合性状优良,有很好的推广应用价值",表现,广两优6号,83,综合性状优良,118
"﻿研究了直链淀粉含量、胶稠度、碱消值、蛋白质含量、粒长、粒宽、长宽比和千粒重等8个品质性状之间的遗传相关,以及直链淀粉含量、胶稠度、碱消值和蛋白质含量等4个品质性状与单株穗数、穗实粒数、千粒重和单株产量等4个产量性状之间的遗传相关",方法,粒长,25,遗传相关,48
"﻿为了标记辅助选择的需要,在利用RFLP和AFLP标记对控制水稻细菌性条斑病(简称细条病)的数量性状基因座(QTL)进行定位的基础上,进一步筛选了与3个效应较大的QTL连锁的SSR标记,并应用于把高抗细条病的品种Acc8558中的抗病基因导入到高感细条病的品种珍汕97B中的回交育种中.通过4次回交和1次自交,育成了5个遗传背景基本上与珍汕97B相同,导入了来自Acc8558的不同抗病区段的株系.本研究证明了将标记辅助选择技术应用于旨在改良单个数量性状的回交育种的可行性.这些抗病区段导入系为抗细条病QTL的精细定位以及研究不同QTL间的互作提供了条件.",影响,细条病,41,数量性状基因座,46
"部分转基因株系的半定量RT-PCR结果表明,转正义基因显著增强了植株中OsCBL8基因的表达,而转反义基因则对内源OsCBL8基因的表达具有一定的抑制作用。",调控,转反义基因,48,OsCBL8基因的表达,35
﻿研究汕型红米的恢复性并对其恢复基因进行定位。,表现,汕型红米,3,恢复性,8
"结果表明,早籼稻品种改良进程中,上部3片功能叶均变短、变厚、变直、变挺;各节间变短、变粗,节间密度变大,尤以基部节间和穗下节间最为显著,而单位鞘重变化不显著;每穗粒数、二次枝梗数、着粒密度均变大。",表现,节间,37,变短,24
"﻿采用数量性状的加性—显性发育遗传模型分析了按NC交配设计的两套籼型三系杂交水稻株高的发育遗传规律.结果表明,株高在不同发育阶段均受加性效应和显性效应的共同控制,分蘖期以加性效应为主,抽穗期以显性效应为主.随着发育进程的推进,抽穗期的杂种优势最强.另外,株高在整个发育时期易受基因型与环境互作效应的影响,该效应在一定程度上影响株高性状的表现",方法,抽穗期,92,显性效应,71
"结果表明:直链淀粉含量的遗传符合加性模型,其增、减效等位基因频率在供试籼稻和粳稻间无显著差异;粒长、粒宽和糊化温度则符合加性-显性模型,其增、减效等位基因频率在供试籼稻和粳稻间有极显著差异",调控,减效等位基因,24,粒宽,50
"﻿用He-Ne激光(1.5m W,632.8nm)辐照加电场磁场(电场强度1.2×106m/V,2.0×106m/V;磁感应强度4.8T)激发处理了云南姚安三角大香糯稻种",单位,磁感应强度,59,T,67
"﻿结合作者开展的研究工作,特别是近年来在水稻籼粳特异性DNA标记筛选与应用、数量性状基因定位和分子标记辅助抗病育种等研究上取得的研究进展,综述了水稻分子标记辅助选择在超级杂交稻育种中的应用情况及其取得的重要成果",调控,基因定位,42,数量性状,38
"﻿水稻叶片形态相关突变体的挖掘是进行水稻功能基因组学研究和株型改良的重要基础.本研究从60Co-γ辐射的籼稻粤丰B后代中鉴定一个卷叶突变体,命名为rl11(t),该突变体表型为株高降低、叶片卷曲变窄、叶脉数目减少且发育异常,同时对生长素的敏感性降低.遗传分析表明,该突变性状受一个隐性单基因控制.利用SSR标记将卷叶基因定位在位于水稻第4染色体上RM6089和RM124之间,在该基因附近区域发展了32对新的STS标记,将Rl11(t)精细定位在BAC克隆AL606645上STS4-25和STS4-26之间,物理距离约为31.6kb,为最终克隆目标基因奠定了基础.",表现,突变体,9,叶脉数目减少,100
"﻿搭载“神舟三号”航天飞船的水稻纯合种子在返回地面后SP3代种子出现颖壳、茎杆和叶片的主脉变异为金黄色的突变体,其他性状无明显变异,经遗传分析,颜色变异属一对隐性基因控制的性状变",表现,茎杆,37,主脉变异为金黄色,43
"基因组序列分析发现,突变体在核糖核苷二磷酸还原酶小亚基(ribonucleoside-diphosphate reductase small chain,RNRS1)编码区第314~315碱基发生缺失,第316~317碱基由GC变为TT,导致该基因阅读框移码突变,蛋白质翻译提前终止。",表现,突变体,10,碱基发生缺失,94
"结果表明,该小粒突变体表现的特点是:植株矮小,茎秆增粗;叶片短且宽,叶色暗绿;穗形直立,着粒紧密,籽粒小而圆;节间密集。",表现,小粒突变体,6,茎秆增粗,23
"结果表明:所测5个株系对粤泰A恢复力正常,其中4个对珍汕97A和协青早A育性恢复度在80%以上;与常规粳稻品种杂交的F1亲和力亦较好;92024和92025能分别使粳型不育系泗稻8号A育性恢复到74.7%和77.3%",表现,协青早A,32,育性恢复度,36
"结果表明:①大多数农艺性状的一般配合力和特殊配合力方差均达到显著或极显著水平,其中株高、每穗总粒数、每穗实粒数、结实率、千粒重、播抽期和产量等性状以基因加性效应为主,穗长和有效穗等性状则以基因的非加性效应为主;②多数性状受恢复系的影响要比受不育系的影响大;③亲本的一般配合力和组合的特殊配合力之间没有明显的对应关系。",表现,农艺性状,9,特殊配合力,20
"﻿利用20个表型性状和40个SSR标记,对我国东北18份水稻选育品种和13份日本引进品种的遗传多样性,共检测到82个表型变异和108个SSR等位基因,其中中国东北水稻品种表型变异数和SSR等位基因数分别为72和103个(平均2.54个),日本引进品种表型变异数和等位基因数分别为63和94个(平均2.32个)。",表现,日本引进品种,38,表型变异数,85
"﻿本文从水稻抗旱性、根系形态性状、生理性状等方面,介绍了近年来水稻抗旱性及相关性状的数量性状基因定位(Quantitative trait loci,QTLs)的研究进展,并比较了不同群体和环境条件下所定位的抗旱性相关性状的QTLs位点、标记及其在染色体上的分布和特点,同时对水稻抗旱性相关性状QTLs的比较基因组学研究及应用基因工程进行水稻抗旱性研究进行了阐述",调控,QTLs,75,抗旱性,6
"吉粳112的优点表现为:①高产,省区域试验、生产试验比对照平均增产4.5%和5.2%;②优质,12项检测指标中有4项达到国家部颁1级优质米标准,综合评定是三等食用稻品种;③抗倒性强,灌浆速度快,抗稻瘟病性强,适应性广。",表现,吉粳112,0,高产,13
"(2)地理远缘和耐冷性差异较大的品种间的杂交,后代杂种优势较强,尤其是丽粳2号、合系4号与十和田间的杂交组合,无论是花药大小还是结实率均较高;丽粳2号药药大小与结实率性状的GCA明显比十和田、大理早籼高,丽粳2号可作为云南稻种耐冷性育种的骨干亲本和培育近等基因系(NIL)较好的遗传材料,(3)不同组合耐冷性状的SCA差异较大,昆明小白谷与大理早籼杂交SCA较高,GCA较低的大理早籼、十和田与丽粳2号杂交SCA也较高",表现,大理早籼,96,结实率性状,80
"﻿本研究利用Asominori/IR24的71份重组自交系群体及其相应的具有293个分子标记的RFLP图谱,采用单因子方差分析和区间做图方法,对控制稻米食味品质性状的数量性状位点(QTL)进行分析",调控,数量性状位点(QTL),83,稻米食味品质性状,74
"本文对有关的重要成果进行了阐述,包括:1.高温胁迫对水稻生长发育、产量性状和品质以及主要生理生化过程的影响;2.水稻的耐热性表现",影响,高温胁迫,21,品质,38
讨论了缩小样本出穗期的离散度和利用F3家系育性类型分析资料的必要性及所谓“育性抑制基因”影响下光敏不育性状表达的种种异常情况,方法,出穗期,7,离散度,11
"其中叶片长度、宽度、面积、比叶重和叶面曲率的广义遗传力大于0.5,在F1代呈现较高遗传力;叶宽和比叶重的基因作用主要表现为加性效应;叶长、叶面积和叶面曲率的基因作用则主要表现为显性效应;着生角加性效应显性效应相当;披垂角的广义遗传力最低(0.277),环境效应则最高(0.723),表明F1叶片披垂角主要受栽培条件等环境因子的影",调控,基因,52,叶面积,69
"KT浓度为0~7.5mg稬-1时,随KT浓度增高繁殖系数呈较有规则的递增趋势;KT浓度为7.5~20.0mg稬-1时,繁殖系数维持在较高水平上波动",单位,KT浓度,0,mg稬-1,10
"结果表明,两世代RILs群体形态分化均表现为接近正态的连续分布,籼型和粳型株系数接近,遗传分化则均表现为明显偏粳的连续分布;根据ChI将RILs群体划分为籼型和粳型,除F9粒宽外两世代品质性状类型间差异均未达到显著水平;根据Dj将RILs群体划分为偏粳型和粳型,两世代粳型糙米率、整精米率、粒宽显著或极显著高于偏粳型,长宽比极显著低于偏粳型;两世代RILs群体ChI与所有品质性状的相关性均未达到显著水平;Dj与糙米率、整精米率和粒宽呈显著或极显著正相关,而与长宽比呈显著或极显著负相关。",表现,粳型,35,粒宽显著或极显著高于偏粳型,145
"﻿水稻叶片适度卷曲有利于保持叶片直立,改善群体内部光照条件,提高光能利用效率,从而提高产量和品质.卷叶突变体是水稻超高产育种重要的种质资源.在甲基磺酸乙酯诱变水稻骨干恢复系缙恢10号构建的突变体库中发现了一个单侧卷叶突变体,暂命名为url2(t).该突变体表现叶片单侧向近轴面卷曲,另一侧则基本保持平展.突变体不同时期的叶绿素质量分数均高于其野生型缙恢10号,尤其拔节期和抽穗期,url2(t)突变体显著高于野生型缙恢10号.url2(t)突变体叶片在孕穗期和抽穗期卷曲度适中,功能叶的叶基角均小于缙恢10号,即叶片表现直立.这样的形态结构使水稻叶片直立有利于合理密植、提高光能利用率、高光效群体的建成及光合产物的积累.遗传分析表明该突变性状受一对隐性基因控制.",影响,水稻叶片适度卷曲,1,提高光能利用效率,30
"选择株高差异大的3个亲本CB1、CB4和CB7,配制CB1×CB4和CB7×CB4组合,建立相应的P1、F1、P2、B1、B2、F2群体,将其分为中、晚2个生产季节种植,考察其株高性状。",影响,生产季节,78,株高性状,88
"﻿通过“穗茎注射法”,将小粒野生稻(O.minuta)、稗草(Echinochloa crusgalli)等远缘物种的基因组DNA导入杂交水稻亲本品系,培育出在产量、品质等性状有显著改良的新不育系资100A、保持系资100B和恢复系RB20",表现,新不育系资100A,94,产量,80
"琼香1S不育性稳定,组配组合优质性状遗传力强,异交结实率高,抗旱性强,农艺性状好,米质特优,具茉莉花香味",表现,琼香1S,0,优质性状,14
"相关分析表明,水稻成熟期综合耐冷性与结实率呈极显著负相关(P<0.01),而结实率又与株高和单株产量冷水反应呈显著正相关(P<0.05)。",影响,冷水反应,50,株高,43
"结果表明,籼型黑米粒重、粒长、粒宽、粒长/粒宽与其中Fe、Zn、Mn和P含量除存在明显的表现型相关和基因型相关外,尚存在较明显的种子直接加性相关、直接显性相关、细胞质相关、母体加性相关和母体显性相关,其中,粒重与Zn、Mn和P含量表现显著或极显著负向种子直接加性相关,与P含量呈现极显著正向母体加性相关;粒长与Fe和Mn含量的种子直接加性相关为正,而与Zn和P的为负,且均达极显著水平;粒宽与Mn含量的负向种子直接加性相关亦达极显著水平",影响,Zn,29,粒宽,15
"结果表明,SP1代种子的发芽势和成苗率均降低,并出现了一些性状的突变、突变频率为3.39%",表现,SP1代,5,发芽势,12
"﻿用包括基因型×环境互作效应的加性—显性—加性×加性上位性遗传模型和统计方法,对水稻茎秆抗倒性杂种优势进行了研究.结果表明,评价水稻茎秆抗倒性的5个性状(秆长、茎粗、茎基抗折力、秆型指数和抗倒指数)的杂种优势既由基因型控制也受环境(年份)互作效应影响.茎粗对环境的敏感性较弱,表现较低的正向群体平均优势和负向群体超亲优势.基因型×环境互作效应影响了秆型指数和抗倒指数杂种优势表达的程度和方向.秆长、茎基抗折力在不同环境中均表现正向基因型×环境互作效应,这表明随着环境的改善均可增强杂种优",调控,基因型,4,秆,43
"﻿以日本和国际水稻研究所的9个水稻品种为材料,分别以武香粳9号和两优培九为对照,在江苏南京和云南丽江研究了不同水稻基因型的产量和品质特性及其生态变异性结果表明,丽江点水稻产量显著高于南京点,丽江点单位面积穗数极显著高于南京点,其他构成因素在两生态点间差异较小",调控,水稻基因型,55,态变异性,71
"因此,通过水稻和旱稻相互杂交,可将旱稻的抗旱基因导入外观品质、蒸煮、食用品质以及营养品质优良的目标水稻亲本中,选育出抗旱、优质的水稻或旱稻品",调控,基因,22,外观品质、蒸煮、食用品质以及营养品质,26
"人工接虫鉴定结果显示,Bph3和Bph24(t)导入系对稻褐飞虱抗性达到中抗至抗的水平,平均分别为3.96级和3.84级,其中Bph24(t)导入系对稻褐飞虱抗性略强于Bph3导入系;Bph3Bph24(t)聚合系抗性最强,对稻褐飞虱抗性达到2.382.65级、平均2.52级的抗级水平,表明抗性基因聚合对稻褐飞虱的抗性具有累加基因效应。",表现,Bph3Bph24(t)聚合系,92,抗性最强,107
"结果表明,随着育成时间的推进,水稻品种产量水平显著提高,株高、单株成穗数和单位面积穗数变化不显著,千粒重稍有增加,每穗粒数、结实率、着粒密度、一次枝梗和二次枝梗数显著增加;植株株型发生改变,直立穗型粳稻品种数量明显增加,弯曲穗型粳稻品种数量减少,穗长变短,上部3张叶片变短、变宽,穗颈节缩短,抗倒性提高。",影响,随着育成时间的推进,5,穗长变短,123
"﻿分析水稻品种‘沈农265’和‘丽江新团黑谷’杂交的F2群体基部第二节间茎秆机械强度与该节间形态和茎秆解剖结构的相关性,并对基部第二节间机械强度和相关性状进行QTL定位的结果表明:机械强度与茎粗、茎壁面积、茎壁厚度、大小维管束数目、大小维管束面积、大小维管束韧皮部面积、大小维管束木质部面积呈显著或极显著的正相关,与节间长度呈极显著的负相关,而与茎秆扁平率的相关不显著。",影响,机械强度,38,大小维管束数目,108
在糙米粒长、粒宽、长宽比;整精米粒长、粒宽、长宽比、垩白度等性状上基因加性效应占主导地位;在糙米率、精米率、整精米率、垩白率、垩白大小等性状上则以基因的非加性效应为主,方法,基因加性效应,33,性状,30
"取样方案包括分组原则、组内取样比例的确定和组内取样方法,分组原则为按丁颖分类体系、程王分类体系、云南稻作生态区、行政地区和单一性状分组及不分组的大随机;组内取样比例的确定有平方根法、对数法、遗传多样性法和简单比例法;组内取样采用随机法和聚类",方法,分组原则,6,单一性状分组,61
"试验结果表明:不同生育时期喷施GA3,对穗型影响较小,但对穗部性状有显著影响;在穗分化期喷施GA3对穗长影响最大;不同时期喷施不同浓度GA3都能相应地增加水稻株",影响,喷施GA3,13,穗部性状,29
"﻿通过PCR方法从水稻“矮子占”和“南特号”的基因组DNA中分离出赤霉素20-氧化酶基因rga5,其编码区含1119bp,其编码蛋白与已报道的水稻赤霉素20-氧化酶基因OsGA20ox相比有11个氨基酸不同,其中9个氨基酸为移码差异,通过基因枪法将该基因的正、反义表达质粒pSrga5和pArga5转化水稻“中花8号”,获得了生物学性状有明显变异的转基因植株,正义转化表现出植株增高、叶片和穗变长、穗粒数增加等特征,但花期未受明显的影响;而反义植株表现出明显的“矮化”和“早花”,且出现植株细弱、叶色加深、叶片和穗变短等特征,转基因水稻的分析结果表明,rga5正、反义外源基因已分别整合到水稻基因组中,并有效表达;正义植株体内的GA1平均增加约50%,反义则降低至对照组的约10%.结果表明,rga5是水稻赤霉素合成代谢途径中起关键作用的赤霉素20-氧化酶基因,该序列中11个氨基酸的变异并不影响其功能,正义表达可增强体内GA的合成,促使植株生长,增加株高;反义转化则抑制了内源GA的合成及植株生长,导致植株明显的矮化.",表现,穗,195,变长,196
"与对照Katy相比,该突变体的主要农艺性状表型发生了显著变异:植株变矮,分蘖数和千粒重显著减",表现,Katy,3,植株变矮,31
"其中在第4和第8染色体上检测到控制剑叶长的2个QTL-s;在第1,3,8和12染色体上分别检测到4个QTL s与叶宽有关;影响剑叶长宽比的5个QTL s分别定位于第1,3和7染色体上;控制叶面积的两个QTL s分别与控制叶长的两个QTLs一",调控,QTL s,50,剑叶长宽比,63
"﻿通过分析转基因植株的株高、分蘖数、结实率、千粒重四个主要农艺性状的变异,比较基因枪法转化的基因表达框(仅含启动子、基因开放阅读框和终止子序列)和完整质粒两种基因载体形式对水稻农艺性状的变异效应.结果表明,与非转基因亲本相比,转基因植株的千粒重和分蘖数与对照无显著差异;株高变异也不大,17个转基因株系中,仅基因表达框转化的2个株系XFb-36和XFb-63株高变矮;而结实率变异最大,有9个转基因株系结实率显著降低,变异率达50%以上.总体上看,基因表达框和完整质粒两种基因载体形式对水稻农艺性状的变异效应差异不明显,基因枪转化对水稻农艺性状的变异效应主要表现为降低植株的育性,转基因水稻植株的农艺性状变异主要来源于转基因过程中组织培养引起的无性系变异.",表现,转基因植株,5,株高,11
"﻿试验初步阐明了水稻红莲型不育系粤泰A在杂交稻育种中具有以下特点:(1)稳定的雄性不育性,在南京1994年和1995年的8月15~30日镜检其花粉可育率均低于1.5%,套袋自交结实率低于0.08%;(2)良好的制种性状,该不育系的柱头外露率达97%,异交结实率61.5%±9.8%,每平方米颖花数达42179个,均极显著地高于珍汕97A;(3)该不育系与中粳广亲和系配组杂种出穗期表现受积温影响较大,而受日长变化影响较小,呈现明显的感温特性",表现,水稻红莲型不育系粤泰A,8,异交结实率,125
"抗性淀粉含量与支链淀粉短链聚合度(DP≤12)呈极显著负相关,但与支链淀粉的中长链聚合度(12<DP≤36)呈极显著正相关,与直链淀粉含量和膳食纤维含量呈极显著正相关。",影响,抗性淀粉含量,0,支链淀粉的中长链聚合度,33
"﻿利用来源于93-11(受体)和日本晴(供体)构建的染色体片段代换系,采用盆栽试验分析其在两种氮水平下产量相关性状的差异,包括株高、每穗实粒数、单株产量、根干重、地上部干物重以及氮素利用效率等。",影响,两种氮水平下,45,每穗实粒数,66
﻿应用程氏指数法研究了籼粳稻杂交后代穗壳色、叶毛、稃毛、穗节长、籽粒长宽比、酚反应等6个亚种特征性状的表现,表现,籼粳稻杂交后代,11,稃毛,25
"将该植株与栽培稻亲本回交,得到109株回交后代,考察了回交群体的主要农艺性状并进行了分子标记分析,发现野生稻染色体片段的渗入影响了回交后代的株高、千粒重、结实率、结实密度、叶宽等农艺性状,而且这些性状之间正相关度很大",调控,染色体片段,54,千粒重,73
"﻿研究了胚乳、细胞质和母体植株遗传效应以及与环境互作效应对籼稻蒸煮食用品质的影响.结果表明:直链淀粉含量、糊化温度主要受遗传主效应控制,同时还受到基因型×环境互作效应的影响,胶稠度则主要受基因型×环境互作效应的影响.3个性状的遗传率均较高,早世代选择有效,但胶稠度以互作遗传率较大.对亲本的遗传效应预测及不同亲本间遗传效应的线性对比结果表明高直链淀粉含量品种对直链淀粉含量和胶稠度的改良不利.对F2稻米杂种优势的预测表明种子直接显性作用对F2稻米蒸煮品质的提高不利",影响,环境互作效应,22,直链淀粉含量,46
"除了无叶枕以外,Oslg1-3突变体的叶角即叶片与叶鞘之间的夹角也很小,因而叶片直立,可以用来培育叶片直立型水稻新品种。",表现,Oslg1-3突变体,8,培育叶片直立型水稻新品种,47
"﻿采用包括基因型×环境互作效应的加性—显性—加性×加性上位性遗传模型,分析了水稻剑叶面积(FLA)、倒二叶面积(2LA)、倒三叶面积(3LA)和比叶重(SLW)的2a资料.结果表明,这4个性状的遗传主要受显性效应及其与环境互作效应的控制,加性×加性上位性效应对其表现有一定影响.加性效应对SLW也有重要作用.加性与环境互作效应对2LA和3LA以及加性×加性上位性与环境互作效应对FLA和SLW的影响较小.遗传率分析表明各性状的普通狭义遗传率依次为SLW>FLA>3LA>2LA.遗传效应预测值结果表明,IR66158-37和IR65600-85具有使杂交后代增加SLW的遗传效应,明恢63在改良冠层叶面积中受环境的影响程度较小,认为这3个品种是超高产新株型育种的优良亲本材料.",调控,加性效应,139,SLW,76
"广泛开展特种稻资源的特殊性状鉴定和评价,筛选具有独特特性的优异种质资源,并进行基因型检测与遗传多样性分析和核心种质构建;将多个特殊性状相聚合,创新赖氨酸、微量元素、维生素等含量较高,黄酮、花青3葡萄糖苷、生物碱等生理活性物质含量较高的水稻种质是今后我国特种稻资源研究的重要内容",调控,水稻种质,117,生理活性物质含量,106
"(2)糙米率、粒长和垩白面积等受不育系影响较大,整精米率和糊化温度受恢复系影响较大,精米率、长/宽和垩白粒率等受父母本影响相当。",影响,父母本,56,精米率,25
"根据程氏形态指数对各个DH系的籼、粳属性进行分类,可以看到除籼型与粳型株系各占14%外,其余为各种偏籼和偏粳类型,形态指数也基本上呈正态分",表现,DH系,11,籼、粳属性,15
"﻿采用典型的籼粳交(ZYQ8/JX17)的花药培养DH群体为材料,在15℃的条件下对水稻发芽力进行研究.发现该DH群体的籼、粳双亲在低温条件下的发芽力存在明显差异,6~11d,ZYQ8的发芽率比JX17高;12~16d,JX17的发芽率比ZYQ8高.用该群体构建的分子连锁图谱进行了发芽力逐日数量性状座位(QTL)分析,共检测到2个QTL,其中位于第9染色体C397B和RZ617B之间的qLTG-9在8~11d检测到其加性效应均为正值,即来自JX17的等位基因有利于提高发芽力;位于第4染色体RG908和CT563之间的qLTG-4在12~16d检测到其加性效应均为负值,即ZYQ8的等位基因提高发芽力.2个QTL表现时间不同,显示了低温条件下发芽力遗传机制的复杂性.",方法,加性效应,210,qLTG-9,194
"用两个形态标识基因的连锁遗传分析表明Ssil基因位于第1染色体上的rl4(第4叶卷缩)和shrl(胚乳1收缩)两基因位点之间,其重组值分别为104%和101",方法,连锁遗传分析,10,Ssil基因,18
"水分胁迫使稻米粒长、粒宽变小,长宽比增大,垩白率减少。",表现,稻米,5,粒宽变小,10
"粒重是一个受多基因控制的数量性状,目前定位的粒重数量性状位点至少达89个、精细定位1个粒重基因gw3.1和1个长粒基因Lk-4(t)以及克隆1个粒重基因GS3,并在此基础上讨论了粒重在育种上的应",调控,基因gw3,45,粒重,0
"从1996年开始,对转基因玉米稻经多代选择仍“疯狂”分离的后代,进行花药培养,经两年的繁育种植,已获得株型较理想、性状稳定遗传的玉米稻花培株系,表明将花药培养方法与转基因技术相结合,对加速玉米稻分离后代的纯化是有效的",表现,玉米稻花培株系,64,株型较理想,51
"变异系与对照比较,经济性状变优,实粒数增加,结实率提高,粒重增加,籽粒长宽比与剑叶增长,米质变优,蛋白质含量提高生育期则向感温性强与感光性强两极分化",表现,变异系,0,生育期,57
水稻品种抗褐飞虱孟加拉型与始穗期、抽穗期、齐穗期、有效穗相关显著;与生育期相关极显著;与分蘖力、株高、穗粒数、结实率、千粒重相关不显著,表现,水稻品种抗褐飞虱孟加拉型,0,齐穗期,21
﻿利用QTL分子标记辅助选择提高抗旱等复杂性状的选择效率是可行,方法,抗旱,16,标记辅助选择,8
"﻿以6个长穗颈不育系及3个相应原不育系与3个高秆隐性恢复系及其相应的原恢复系为材料,组配成一套9组共36个组合的F1材料.每组的4个杂交稻F1遗传背景一致,但eui基因型不一致,分别带有eui1、eui2基因,同时带有eui1、eui2基因以及不含eui基因.比较了这4种不同eui基因型的杂交稻农艺性状、产量性状及籽粒灌浆的差异.结果表明:e杂交稻同原杂交稻在株叶形态和主要农艺性状上十分相似,但e杂交稻比原杂交稻在株高、穗长、穗颈长、剑叶长、倒二叶长、倒一节间长6个性状上均有较明显的增加,eui基因对杂交稻其它农艺性状影响较小.e杂交稻在产量构成和穗部性状上与原杂交稻相当.不同eui基因的效应以eui1基因较大,eui2基因较小;同时含有eui1、eui2基因的组合表现与仅含eui1基因的组合相似.4种不同eui基因型杂交稻的籽粒灌浆过程相似.",表现,e杂交稻,171,农艺性状,148
"﻿利用我国返回式卫星搭载水稻品种""特籼占13""种子,回收后经多代的种植选择,选育出性状稳定的13个突变品系进行主要经济性状考察,结果表明:空间诱变突变品系的多个性状都发生了不同程度的变异,其中谷粒长宽比、穗长、穗粒数、小区产量等性状,品系间变异达到显著和极显著水平.讨论了水稻空间诱变性状变异改良的有效性,并从参试空间诱变突变品系中选育出多个性状同时产生突变得到改良的优质高产新品系.",影响,空间诱,69,小区产量,109
"分析表明,含有eui1基因的长穗颈不育系Ⅱ32eA1的株高、穗颈伸出度、剑叶、倒2叶、穗长、倒1节、着粒密度及生育期等8个性状的一般配合力效应值表现不同于Ⅱ32A;而含eui2基因的协青早eA2只有株高、倒1节、生育期的一般配合力效应值同协青早A差异显著",表现,Ⅱ32A,77,倒1节,46
"转Bar基因抗除草剂两系杂交早稻高产栽培技术要点为:3月下旬播种;3叶一心期喷0.045%草铵膦(w/v)除杂;插植规格16.5cm×16.5cm;全生育期施肥总量为纯氮186kg/hm2,磷47kg/hm2,钾131kg/hm2;按常规方法管水和防治病虫害。",单位,磷,95,kg/hm2,88
"“光(温)敏核不育”则是受光(温)敏抑制基因的作用,在特定光(温)条件下能产生光(温)敏效应,从而抑制可育基因的表达而表现为不育因这两种“不育”(实质上是败育)均非不育基因作用,故称之为“诱导”不育",影响,特定光(温)条件,27,不育,7
"耐冷基因与RM7452、RM31的遗传距离分别为4.8cM和8.0cM,主穗结实率能解释表型变异的10.50%;实粒数能解释表型变异的5.10",调控,RM7452,5,结实率,38
"﻿以3个不育系和11个恢复系为材料,采用不完全双列杂交设计研究了水稻12个品质性状配合力和遗传力的表现规律。",表现,恢复系,11,品质性状配合力,37
"结果PSR073、PSR120在株高、穗长、粒长、粒宽、千粒重等农艺性状上均表现出明显的多倍体优势,并且具有高达83%以上的结实率;叶龄、分蘖及开花习性等方面表现出与二倍体水稻相似的特",表现,PSR073,2,粒长,22
"﻿城野是新近发现的白-绿苗水稻种质资源,从出苗至二叶一心时为全白苗,叶片纯白色;第三叶生出后,第二完全叶则从叶基开始逐渐转绿,由全白苗变为全绿苗约需30天;从第三完全叶开始,新生叶片均为绿色",表现,城野,1,全绿苗,69
